docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions
106924,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
106970,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
106973,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
106974,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
106975,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
106976,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
106978,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
106985,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
106999,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107002,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
107008,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
107029,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
107030,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
107033,l-r,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
107040,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107042,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
107046,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
107047,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
107048,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
107051,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
107052,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
107061,s-,2001-2006,20th century,Medium-Low,Unknown,['Northern America']
107063,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
107064,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
107065,e-k,2001-2006,20th century,Low,Unknown,['Northern America']
107066,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107072,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
107073,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
107092,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
107106,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
107108,a-d,2001-2006,20th century,Low,Unknown,['Northern America']
107112,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
107114,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
107123,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107125,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
107128,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107164,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107172,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
107174,a-d,2001-2006,20th century,Low,Unknown,['Northern America']
107175,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
107176,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
107177,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
107181,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
107186,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
107190,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
107191,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107196,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
107197,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107215,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
107219,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
107220,e-k,2001-2006,Pre-1900s,Low,Unknown,['Northern America']
107225,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
107239,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
107240,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
107241,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
107242,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107243,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
107244,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107275,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
107281,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
107284,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107285,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107288,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
107294,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
107304,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
107308,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
107312,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
107313,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
107329,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108355,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108359,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108360,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108361,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108362,l-r,2001-2006,20th century,Medium-Low,Unknown,['Northern America']
108363,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108364,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108366,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108367,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108368,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108371,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108372,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108374,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108377,a-d,2001-2006,Unknown,High,Unknown,['Northern America']
108378,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108381,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108387,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108389,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108390,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108392,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108393,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108394,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108397,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108399,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108416,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108417,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108421,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108423,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108425,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108426,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108430,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108432,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108433,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108449,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108453,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108454,l-r,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
108457,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108458,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108459,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108460,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108461,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108466,e-k,2001-2006,Unknown,High,Unknown,['Northern America']
108467,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108472,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108475,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108476,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108479,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108487,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108488,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108491,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108493,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108497,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108499,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108500,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108514,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108519,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108520,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108525,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108526,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108529,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108532,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108533,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108540,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108541,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108544,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108545,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108546,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108547,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108549,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108550,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108562,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108566,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108567,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108570,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108571,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108572,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108574,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108578,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108582,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108584,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108586,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108593,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108595,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108600,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108601,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108602,s-,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
108606,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108608,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108614,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108615,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108616,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108618,e-k,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
108619,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108622,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108623,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108624,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108625,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108626,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108629,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108632,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108634,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108637,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108639,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108640,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108641,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108645,l-r,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
108646,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108647,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108649,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108650,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108651,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108655,e-k,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
108660,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108661,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108662,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108664,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108671,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108673,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108674,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108676,e-k,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
108677,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108678,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108679,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108682,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108683,l-r,2001-2006,Pre-1900s,Low,Unknown,['Northern America']
108684,l-r,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
108687,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108689,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108705,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108720,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108724,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108728,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108735,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108738,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108739,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108741,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108778,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108786,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108787,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108797,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108813,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108815,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108818,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108822,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108831,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108832,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108834,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108843,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
108845,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108846,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
108850,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108853,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108863,a-d,2001-2006,Pre-1900s,Low,Unknown,['Northern America']
108865,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108869,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108871,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108874,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
108876,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
108934,a-d,2001-2006,Pre-1900s,Low,Unknown,['Northern America']
108941,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108943,e-k,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
108968,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
108970,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
108977,l-r,2001-2006,Pre-1900s,Low,Unknown,['Northern America']
108979,s-,2001-2006,20th century,Medium-Low,Unknown,['Northern America']
108985,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109016,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
109030,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109031,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109036,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109037,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109096,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109125,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109155,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109157,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109164,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
109180,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109190,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109194,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109201,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109202,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109203,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109204,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
109206,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
109213,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
109214,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
109303,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109304,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109333,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109390,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
109408,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
109417,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
109423,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109437,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109443,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109445,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
109462,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
109463,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
109465,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
109470,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
109473,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109479,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
109484,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
109486,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
109487,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
109537,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109588,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109595,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109672,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109688,s-,2001-2006,20th century,Medium-Low,Unknown,['Northern America']
109808,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109830,e-k,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
109856,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109857,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
109858,l-r,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
109862,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109866,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109870,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109873,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
109874,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109878,e-k,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
109882,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109887,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109889,l-r,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
109902,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109904,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109906,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109907,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109909,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
109911,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109913,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109916,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109917,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109923,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
109927,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
109928,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109929,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109934,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
109937,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109938,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109948,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
109950,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109952,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109959,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109974,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109980,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109984,e-k,2001-2006,Unknown,Low,Unknown,['Northern America']
109991,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
109993,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109995,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
109996,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
